trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1023,False,"{'a': 0.5, 'e': 0.48850000000005506}",30,14,23.75868346744154,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1024,False,"{'a': 0.5, 'e': 0.48800000000005506}",25,0,-35.16884949715131,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",1
1025,False,"{'a': 0.5, 'e': 0.48750000000005506}",20,0,9.208674584276817,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1026,False,"{'a': 0.5, 'e': 0.48700000000005506}",25,0,-117.2394932988075,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
1027,False,"{'a': 0.5, 'e': 0.48650000000005506}",25,3,-43.2837954567645,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 1}",1
1028,False,"{'a': 0.5, 'e': 0.48600000000005505}",35,14,-1.105431610586571,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
1029,False,"{'a': 0.5, 'e': 0.48550000000005505}",35,19,12.79968433270166,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1030,False,"{'a': 0.5, 'e': 0.48500000000005505}",20,0,-87.97952802590221,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
1031,False,"{'a': 0.5, 'e': 0.48450000000005505}",25,18,-5.073648529429629,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
1032,False,"{'a': 0.5, 'e': 0.48400000000005505}",20,2,-0.6147444514806477,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 0}",1
1033,False,"{'a': 0.5, 'e': 0.48350000000005505}",20,4,-93.14957412070532,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 2}",1
1034,False,"{'a': 0.5, 'e': 0.48300000000005505}",25,0,-10.614380285346211,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
1035,False,"{'a': 0.5, 'e': 0.48250000000005505}",30,23,11.745542606012332,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1036,False,"{'a': 0.5, 'e': 0.48200000000005505}",20,0,-19.366113267640014,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1037,False,"{'a': 0.5, 'e': 0.48150000000005505}",30,7,-28.041354378292404,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 1}",1
1038,False,"{'a': 0.5, 'e': 0.48100000000005505}",25,13,11.269950626594579,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
1039,False,"{'a': 0.5, 'e': 0.48050000000005505}",20,10,-49.240888009543,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
1040,False,"{'a': 0.5, 'e': 0.48000000000005505}",25,0,-133.09842115371498,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
1041,False,"{'a': 0.5, 'e': 0.47950000000005505}",20,0,0.9858712976242807,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
1042,False,"{'a': 0.5, 'e': 0.47900000000005505}",35,16,-23.766867134746278,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
1043,False,"{'a': 0.5, 'e': 0.47850000000005505}",25,0,-57.25524559940812,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
1044,False,"{'a': 0.5, 'e': 0.47800000000005505}",20,6,-37.843719913422646,"{0: 8, 1: 2, 2: 4, 3: 0, 4: 0}",1
1045,False,"{'a': 0.5, 'e': 0.47750000000005505}",25,2,-37.12299350505567,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 1}",1
1046,False,"{'a': 0.5, 'e': 0.47700000000005505}",20,6,-87.89333823809078,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 2}",1
1047,False,"{'a': 0.5, 'e': 0.47650000000005505}",25,10,13.417952169322767,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1048,False,"{'a': 0.5, 'e': 0.47600000000005505}",35,5,-90.4961864519439,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",1
1049,False,"{'a': 0.5, 'e': 0.47550000000005505}",25,13,-3.415485509320005,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1050,False,"{'a': 0.5, 'e': 0.47500000000005504}",20,6,11.44797753490492,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
1051,False,"{'a': 0.5, 'e': 0.47450000000005504}",20,6,-1.6239947964541197,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1052,False,"{'a': 0.5, 'e': 0.47400000000005504}",30,22,16.761214448419594,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1053,False,"{'a': 0.5, 'e': 0.47350000000005504}",20,12,-8.276012795734818,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1054,False,"{'a': 0.5, 'e': 0.47300000000005504}",20,9,-79.74938461057792,"{0: 5, 1: 2, 2: 2, 3: 1, 4: 1}",1
1055,False,"{'a': 0.5, 'e': 0.47250000000005504}",30,3,12.838384439788177,"{0: 24, 1: 2, 2: 1, 3: 0, 4: 0}",1
1056,False,"{'a': 0.5, 'e': 0.47200000000005504}",30,16,11.756624719394923,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1057,False,"{'a': 0.5, 'e': 0.47150000000005504}",25,10,5.655606058864264,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1058,False,"{'a': 0.5, 'e': 0.47100000000005504}",25,13,-0.22626925536383613,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1059,False,"{'a': 0.5, 'e': 0.47050000000005504}",30,13,-0.17007083254681987,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1060,False,"{'a': 0.5, 'e': 0.47000000000005504}",30,18,-22.325992268803823,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1061,False,"{'a': 0.5, 'e': 0.46950000000005504}",25,6,18.23806803664251,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1062,False,"{'a': 0.5, 'e': 0.46900000000005504}",20,11,-43.94421048565227,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
1063,False,"{'a': 0.5, 'e': 0.46850000000005504}",20,0,-28.730061233551407,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1064,False,"{'a': 0.5, 'e': 0.46800000000005504}",20,0,-61.18485885145339,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
1065,False,"{'a': 0.5, 'e': 0.46750000000005504}",25,2,-15.26742604740598,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 0}",1
1066,False,"{'a': 0.5, 'e': 0.46700000000005504}",20,14,10.398893804622976,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1067,False,"{'a': 0.5, 'e': 0.46650000000005504}",20,0,-56.99031680143696,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
1068,False,"{'a': 0.5, 'e': 0.46600000000005504}",20,0,-57.13995634624251,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1069,False,"{'a': 0.5, 'e': 0.46550000000005504}",30,16,23.984903283273248,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1070,False,"{'a': 0.5, 'e': 0.46500000000005504}",25,19,9.714308247877367,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1071,False,"{'a': 0.5, 'e': 0.46450000000005504}",25,13,-10.191647336399818,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
1072,False,"{'a': 0.5, 'e': 0.46400000000005504}",30,19,19.608141108282954,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1073,False,"{'a': 0.5, 'e': 0.46350000000005503}",30,17,11.165786896678139,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1074,False,"{'a': 0.5, 'e': 0.46300000000005503}",20,0,-40.754336499487124,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
1075,False,"{'a': 0.5, 'e': 0.46250000000005503}",20,0,-22.291722308983,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1076,False,"{'a': 0.5, 'e': 0.46200000000005503}",20,12,2.434731375642018,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1077,False,"{'a': 0.5, 'e': 0.46150000000005503}",20,10,-7.879120982244725,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1078,False,"{'a': 0.5, 'e': 0.46100000000005503}",25,6,36.18240544665362,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1079,False,"{'a': 0.5, 'e': 0.46050000000005503}",25,11,0.50531610531525,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1080,False,"{'a': 0.5, 'e': 0.46000000000005503}",20,7,-82.30880014606166,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 2}",1
1081,False,"{'a': 0.5, 'e': 0.45950000000005503}",25,0,-118.65289219437491,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
1082,False,"{'a': 0.5, 'e': 0.45900000000005503}",20,10,10.890075532577644,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1083,False,"{'a': 0.5, 'e': 0.45850000000005503}",20,0,-50.49103489095836,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
1084,False,"{'a': 0.5, 'e': 0.45800000000005503}",20,6,-78.08282585406933,"{0: 7, 1: 2, 2: 4, 3: 0, 4: 1}",1
1085,False,"{'a': 0.5, 'e': 0.45750000000005503}",20,6,-13.06283119422097,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
1086,False,"{'a': 0.5, 'e': 0.45700000000005503}",30,22,13.668495942422046,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1087,False,"{'a': 0.5, 'e': 0.45650000000005503}",25,0,-66.40539195098539,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",1
1088,False,"{'a': 0.5, 'e': 0.45600000000005503}",20,0,-51.3546278804181,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
1089,False,"{'a': 0.5, 'e': 0.455500000000055}",25,14,12.116878039208745,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1090,False,"{'a': 0.5, 'e': 0.455000000000055}",25,2,23.3130287780039,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 0}",1
1091,False,"{'a': 0.5, 'e': 0.454500000000055}",35,2,-26.993986574144248,"{0: 28, 1: 2, 2: 2, 3: 0, 4: 1}",1
1092,False,"{'a': 0.5, 'e': 0.454000000000055}",35,23,10.141995850893228,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1093,False,"{'a': 0.5, 'e': 0.453500000000055}",25,0,-24.84826999201559,"{0: 21, 1: 3, 2: 0, 3: 0, 4: 1}",0
1094,False,"{'a': 0.5, 'e': 0.453000000000055}",25,17,-0.10079544444708732,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1095,False,"{'a': 0.5, 'e': 0.452500000000055}",25,7,-22.00636038388443,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
1096,False,"{'a': 0.5, 'e': 0.452000000000055}",20,13,0.5427359821761504,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1097,False,"{'a': 0.5, 'e': 0.451500000000055}",20,5,-112.6815586337905,"{0: 7, 1: 3, 2: 3, 3: 0, 4: 2}",1
1098,False,"{'a': 0.5, 'e': 0.451000000000055}",30,2,-72.34901315467545,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 2}",1
1099,False,"{'a': 0.5, 'e': 0.450500000000055}",30,13,-79.6651230980299,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
1100,False,"{'a': 0.5, 'e': 0.450000000000055}",35,12,-33.42173642182744,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 1}",1
1101,False,"{'a': 0.5, 'e': 0.449500000000055}",20,8,22.409754595700687,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1102,False,"{'a': 0.5, 'e': 0.449000000000055}",30,0,-88.30309096961628,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
1103,False,"{'a': 0.5, 'e': 0.448500000000055}",20,12,-10.316958809526275,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1104,False,"{'a': 0.5, 'e': 0.448000000000055}",20,13,12.46707316746044,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1105,False,"{'a': 0.5, 'e': 0.447500000000055}",20,8,-30.48289377227665,"{0: 7, 1: 1, 2: 4, 3: 0, 4: 0}",1
1106,False,"{'a': 0.5, 'e': 0.447000000000055}",25,7,-24.036116814250953,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
1107,False,"{'a': 0.5, 'e': 0.446500000000055}",20,8,12.636304100668657,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1108,False,"{'a': 0.5, 'e': 0.446000000000055}",25,0,-62.92218116119375,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 1}",0
1109,False,"{'a': 0.5, 'e': 0.445500000000055}",25,12,-0.16533469418172198,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1110,False,"{'a': 0.5, 'e': 0.445000000000055}",30,0,-58.017314747651156,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
1111,False,"{'a': 0.5, 'e': 0.444500000000055}",25,0,-96.68408199930971,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
1112,False,"{'a': 0.5, 'e': 0.444000000000055}",25,4,-26.857976868838218,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
1113,False,"{'a': 0.5, 'e': 0.443500000000055}",25,15,5.415438145732695,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1114,False,"{'a': 0.5, 'e': 0.443000000000055}",20,10,11.809992262217099,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1115,False,"{'a': 0.5, 'e': 0.442500000000055}",30,19,-11.058183878232287,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
1116,False,"{'a': 0.5, 'e': 0.442000000000055}",20,0,-36.65364283995811,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1117,False,"{'a': 0.5, 'e': 0.441500000000055}",20,3,-69.38008851946239,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
1118,False,"{'a': 0.5, 'e': 0.441000000000055}",25,13,-6.784919792460764,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
1119,False,"{'a': 0.5, 'e': 0.440500000000055}",20,1,-24.333996951400295,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
1120,False,"{'a': 0.5, 'e': 0.440000000000055}",20,6,15.052475138634772,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1121,False,"{'a': 0.5, 'e': 0.439500000000055}",20,8,-13.577813040437132,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
1122,False,"{'a': 0.5, 'e': 0.439000000000055}",30,0,-172.16681572106575,"{0: 17, 1: 4, 2: 6, 3: 0, 4: 3}",0
1123,False,"{'a': 0.5, 'e': 0.438500000000055}",30,23,3.779513775920398,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1124,False,"{'a': 0.5, 'e': 0.438000000000055}",25,14,-11.37330409448895,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
1125,False,"{'a': 0.5, 'e': 0.437500000000055}",20,0,-8.354755229149125,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1126,False,"{'a': 0.5, 'e': 0.437000000000055}",30,4,-25.196533409979985,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 1}",1
1127,False,"{'a': 0.5, 'e': 0.436500000000055}",25,13,-33.41213510382025,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1128,False,"{'a': 0.5, 'e': 0.436000000000055}",20,7,8.202025848967322,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
1129,False,"{'a': 0.5, 'e': 0.435500000000055}",20,6,-35.11382069860854,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 0}",1
1130,False,"{'a': 0.5, 'e': 0.435000000000055}",20,11,-10.295999661399986,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
1131,False,"{'a': 0.5, 'e': 0.434500000000055}",25,0,9.654580809631879,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1132,False,"{'a': 0.5, 'e': 0.434000000000055}",25,6,33.58899845719459,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1133,False,"{'a': 0.5, 'e': 0.433500000000055}",20,6,15.393549601356371,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1134,False,"{'a': 0.5, 'e': 0.433000000000055}",25,0,-27.161103364584907,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
1135,False,"{'a': 0.5, 'e': 0.432500000000055}",30,0,-32.20053647462111,"{0: 21, 1: 5, 2: 4, 3: 0, 4: 0}",0
1136,False,"{'a': 0.5, 'e': 0.432000000000055}",25,0,-98.72581347312979,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
1137,False,"{'a': 0.5, 'e': 0.431500000000055}",20,9,-27.173542248052776,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 0}",1
1138,False,"{'a': 0.5, 'e': 0.431000000000055}",35,21,-27.001624878947098,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1139,False,"{'a': 0.5, 'e': 0.430500000000055}",20,2,3.8418010897883983,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1140,False,"{'a': 0.5, 'e': 0.430000000000055}",25,1,12.741878731427255,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
1141,False,"{'a': 0.5, 'e': 0.429500000000055}",30,0,-37.082896613460704,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 1}",0
1142,False,"{'a': 0.5, 'e': 0.429000000000055}",20,13,9.503926539914529,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1143,False,"{'a': 0.5, 'e': 0.428500000000055}",20,14,-2.2370251942581576,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1144,False,"{'a': 0.5, 'e': 0.428000000000055}",25,13,-7.246099365790148,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
1145,False,"{'a': 0.5, 'e': 0.427500000000055}",20,4,7.255900049188595,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1146,False,"{'a': 0.5, 'e': 0.427000000000055}",30,13,-48.617767807321144,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
1147,False,"{'a': 0.5, 'e': 0.426500000000055}",30,12,-64.65066306554311,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 1}",1
1148,False,"{'a': 0.5, 'e': 0.426000000000055}",30,15,-23.50109387424577,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1149,False,"{'a': 0.5, 'e': 0.425500000000055}",20,10,19.18080173812955,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1150,False,"{'a': 0.5, 'e': 0.425000000000055}",20,0,-67.81347258826845,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
1151,False,"{'a': 0.5, 'e': 0.424500000000055}",25,7,4.10783713721491,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1152,False,"{'a': 0.5, 'e': 0.424000000000055}",30,13,7.612775828554248,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1153,False,"{'a': 0.5, 'e': 0.423500000000055}",25,13,-26.861619683492076,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
1154,False,"{'a': 0.5, 'e': 0.423000000000055}",20,13,16.303476193095626,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1155,False,"{'a': 0.5, 'e': 0.422500000000055}",25,7,-17.655454545365682,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
1156,False,"{'a': 0.5, 'e': 0.422000000000055}",35,15,7.89939854416768,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1157,False,"{'a': 0.5, 'e': 0.421500000000055}",25,0,-42.18160052590839,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
1158,False,"{'a': 0.5, 'e': 0.421000000000055}",20,16,7.79603419707236,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1159,False,"{'a': 0.5, 'e': 0.420500000000055}",25,5,-22.6077313995881,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
1160,False,"{'a': 0.5, 'e': 0.420000000000055}",25,12,22.558054029808048,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1161,False,"{'a': 0.5, 'e': 0.419500000000055}",20,5,16.93590992472317,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1162,False,"{'a': 0.5, 'e': 0.419000000000055}",20,9,22.183847400160147,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1163,False,"{'a': 0.5, 'e': 0.418500000000055}",20,12,-8.426687723244793,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1164,False,"{'a': 0.5, 'e': 0.418000000000055}",20,0,-22.135743156066482,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1165,False,"{'a': 0.5, 'e': 0.417500000000055}",20,4,2.2724202289798727,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1166,False,"{'a': 0.5, 'e': 0.417000000000055}",20,0,17.66925417775497,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1167,False,"{'a': 0.5, 'e': 0.416500000000055}",20,11,7.377597190672311,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1168,False,"{'a': 0.5, 'e': 0.416000000000055}",25,0,11.872535814123042,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1169,False,"{'a': 0.5, 'e': 0.415500000000055}",20,8,18.069186058355132,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1170,False,"{'a': 0.5, 'e': 0.415000000000055}",20,11,6.554101952390622,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1171,False,"{'a': 0.5, 'e': 0.414500000000055}",25,0,-24.752435434410568,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
1172,False,"{'a': 0.5, 'e': 0.414000000000055}",25,11,8.135657192726983,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1173,False,"{'a': 0.5, 'e': 0.413500000000055}",25,6,-83.4519343725745,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 2}",1
1174,False,"{'a': 0.5, 'e': 0.413000000000055}",30,20,0.2188988588751004,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1175,False,"{'a': 0.5, 'e': 0.412500000000055}",25,14,-31.595951594442678,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
1176,False,"{'a': 0.5, 'e': 0.412000000000055}",20,4,-1.0203378106831464,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
1177,False,"{'a': 0.5, 'e': 0.411500000000055}",30,22,5.598033217450828,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1178,False,"{'a': 0.5, 'e': 0.411000000000055}",35,21,16.96044712246487,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1179,False,"{'a': 0.5, 'e': 0.410500000000055}",20,15,10.365549083292388,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1180,False,"{'a': 0.5, 'e': 0.410000000000055}",20,6,-28.51551717573217,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
1181,False,"{'a': 0.5, 'e': 0.409500000000055}",20,6,-31.934524249373517,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1182,False,"{'a': 0.5, 'e': 0.409000000000055}",30,21,9.407096040632542,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1183,False,"{'a': 0.5, 'e': 0.408500000000055}",30,9,-8.761462966996,"{0: 16, 1: 3, 2: 2, 3: 0, 4: 0}",1
1184,False,"{'a': 0.5, 'e': 0.408000000000055}",30,8,-7.472170767336708,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 0}",1
1185,False,"{'a': 0.5, 'e': 0.407500000000055}",25,7,5.854444742686394,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
1186,False,"{'a': 0.5, 'e': 0.407000000000055}",30,20,6.474599168411436,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1187,False,"{'a': 0.5, 'e': 0.406500000000055}",25,18,-31.829946822505743,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1188,False,"{'a': 0.5, 'e': 0.406000000000055}",25,0,13.455406306164393,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
1189,False,"{'a': 0.5, 'e': 0.405500000000055}",25,17,5.707044485981139,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1190,False,"{'a': 0.5, 'e': 0.405000000000055}",30,16,-28.105208843378776,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
1191,False,"{'a': 0.5, 'e': 0.404500000000055}",25,13,-22.480894437978375,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1192,False,"{'a': 0.5, 'e': 0.404000000000055}",20,11,-40.790935812421765,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 1}",1
1193,False,"{'a': 0.5, 'e': 0.403500000000055}",25,11,5.478653021979074,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1194,False,"{'a': 0.5, 'e': 0.403000000000055}",20,9,-4.392469482285784,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1195,False,"{'a': 0.5, 'e': 0.402500000000055}",25,12,-40.886296448337504,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
1196,False,"{'a': 0.5, 'e': 0.402000000000055}",25,17,12.170884671474877,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1197,False,"{'a': 0.5, 'e': 0.401500000000055}",20,4,6.458312681142685,"{0: 13, 1: 3, 2: 0, 3: 0, 4: 0}",1
1198,False,"{'a': 0.5, 'e': 0.401000000000055}",20,0,0.014912673920383313,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
1199,False,"{'a': 0.5, 'e': 0.400500000000055}",20,11,-25.18165259718742,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1200,False,"{'a': 0.5, 'e': 0.400000000000055}",20,15,1.2916531769147346,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1201,False,"{'a': 0.5, 'e': 0.399500000000055}",20,10,15.103468429644828,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1202,False,"{'a': 0.5, 'e': 0.399000000000055}",20,13,-13.528137666320578,"{0: 4, 1: 2, 2: 1, 3: 0, 4: 0}",1
1203,False,"{'a': 0.5, 'e': 0.398500000000055}",25,11,-21.254897016957226,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
1204,False,"{'a': 0.5, 'e': 0.398000000000055}",25,3,-31.919632322076346,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 1}",1
1205,False,"{'a': 0.5, 'e': 0.397500000000055}",20,8,17.911323977783475,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
